frame,xc,yc,width,height,theta,no_x,no_y,ne_x,ne_y,ta_x,ta_y
37,1465.7086,558.92914,130.81226,354.5415,-0.17489468,1423.9125,401.10703,1453.356,432.7837,1516.0931,707.25336
37,1312.1401,678.7142,180.00061,396.86258,0.10290742,1365.8055,501.65552,1369.585,548.412,1309.7463,856.11444
37,332.66083,352.59872,147.59326,193.8056,2.4822514,357.06317,301.99725,318.4351,292.91324,355.259,427.2167
38,804.76447,563.9161,198.00879,338.2983,1.9318509,848.9409,680.77563,898.21075,653.77747,680.09436,487.2945
38,898.8594,335.48553,158.72644,411.891,1.9379601,1089.1768,380.0568,1051.7603,369.66458,728.0332,253.3877
38,490.0841,106.06415,146.00317,273.59583,1.4847845,365.00766,74.968185,386.33847,76.40113,592.60504,50.49563
38,344.1018,676.2555,162.12802,277.7874,0.35702336,369.5103,805.2044,302.5037,769.7547,332.19788,557.049
38,1131.5315,237.72511,115.62512,310.43176,0.68627703,1222.752,127.30745,1204.942,142.65312,1040.2008,315.0843
38,950.0025,113.99449,133.41882,317.5283,1.3015305,802.0681,139.00072,856.1618,124.40459,1074.5854,54.451202
38,294.08008,198.10947,144.20285,249.69095,1.0712689,358.46365,259.5712,204.85008,230.72017,190.04088,115.07876
38,1217.3486,468.87152,120.90613,360.73465,0.6688394,1339.6356,356.59314,1313.7856,368.13568,1139.48,577.31647
38,1162.1991,356.2483,124.00342,359.0624,0.55229616,1247.0714,210.04192,1238.7517,233.7923,1086.076,464.80832
38,279.1103,563.0925,111.596344,234.89407,0.31916428,233.1759,468.6794,277.95612,497.7124,334.14536,662.2537
38,1037.2163,193.44022,126.208374,299.33917,0.8435869,1131.985,92.019104,1108.109,108.42659,935.3494,253.81155
38,1465.6217,558.9216,130.80176,354.62802,-0.1774159,1423.3113,401.14868,1453.2292,432.7453,1516.3668,707.1185
38,1312.3948,678.8577,178.99768,397.4546,0.093863845,1364.1438,501.15845,1369.1395,547.965,1310.0243,856.1897
38,332.88397,352.52835,147.83475,193.85406,2.4820602,357.23373,302.22046,318.35425,293.31055,355.38058,427.38037
39,804.14044,563.7253,195.78552,337.86514,1.954566,847.0614,679.43097,896.1277,654.27686,680.9088,486.23453
39,898.7342,335.44293,159.1471,411.81732,1.9385563,1088.96,380.12888,1052.0651,369.6259,728.056,253.34608
39,489.82593,106.13356,145.83606,273.87677,1.4831078,364.40088,75.493965,386.12506,76.7342,592.7678,50.42924
39,344.10974,676.20764,162.26425,277.7138,0.3568286,369.5722,805.1047,302.5015,769.54944,331.9275,557.0926
39,1131.3965,237.71625,115.45813,310.49078,0.68502116,1222.3715,127.203705,1204.9547,142.61205,1040.4056,314.98508
39,950.308,114.29097,134.54218,317.31558,1.2963989,802.43195,140.12099,855.95514,125.28917,1074.4657,53.847073
39,295.08563,198.39557,143.67636,250.16078,1.0640302,359.4686,259.7238,205.0829,230.58293,190.87863,114.68214
39,279.59558,562.528,111.014145,236.09116,0.3267896,232.56047,467.14478,279.38702,497.09125,334.49487,662.0876
39,1162.2711,356.11917,124.00415,358.78253,0.55333614,1246.9482,210.06613,1238.667,233.91254,1085.8333,464.54428
39,1217.3687,469.85544,121.549194,362.04962,0.6614344,1339.5602,356.7065,1314.2297,367.88437,1140.8839,577.97736
39,1037.3679,193.41637,125.689575,299.6268,0.8417732,1133.1877,92.769516,1108.3685,108.636154,935.33496,253.87495
39,1465.3748,558.95734,130.77295,355.18027,-0.18162733,1420.3513,401.8061,1451.9573,432.74365,1516.9215,707.2404
39,1312.2844,678.87054,177.44397,397.52817,0.095107675,1364.02,501.11374,1368.8287,547.9542,1309.7485,856.32074
39,333.03482,352.2704,148.34174,193.87956,2.47623,357.38016,301.86636,318.14764,293.36557,355.43637,427.28702
40,803.7234,561.9339,192.5727,337.36417,1.974206,847.80756,677.491,896.59564,654.2565,680.4574,485.85547
40,898.5464,335.63885,158.89594,411.5539,1.9359314,1088.7902,379.92783,1052.2878,369.69055,727.8072,253.62152
40,490.2778,106.41123,145.42291,274.51483,1.4755942,403.38742,75.179825,385.32153,76.26436,553.563,50.739826
40,344.0686,676.29834,162.41061,278.0694,0.3557275,369.65332,805.4275,302.1706,769.86566,331.53748,557.12866
40,1131.0764,237.92645,115.515015,310.89673,0.6859604,1222.0605,127.46292,1205.0065,142.56345,1039.9119,315.04697
40,951.8418,115.85735,133.2987,316.5915,1.2721641,805.0821,140.30109,854.8301,125.75257,1077.5287,51.306747
40,294.25363,198.55167,145.98267,252.25537,1.0733695,359.55197,261.9889,205.31265,231.73276,189.9333,114.33635
40,1162.0886,356.1422,123.95618,359.0659,0.5542028,1247.0486,210.04465,1238.87,234.0205,1086.3228,463.7814
40,279.49915,562.2163,111.08412,236.38037,0.32754442,232.38031,466.57565,279.20728,496.71924,334.21982,661.8162
40,1217.1716,470.04355,121.69287,362.41608,0.6563461,1339.1588,356.65555,1313.5687,367.90836,1141.7543,578.3663
40,1037.1814,193.67325,125.98419,300.82816,0.8469151,1133.7433,93.00762,1108.4407,108.585236,933.9394,253.61536
40,1465.1487,559.05304,130.64294,355.07523,-0.18229304,1418.5594,402.53506,1451.3774,432.5458,1517.391,707.0485
40,1312.3542,679.069,176.94092,397.16156,0.090717435,1363.2856,501.29846,1368.3802,548.03906,1310.3591,856.13684
40,333.16208,352.54675,147.52075,193.68478,2.4785566,357.11075,302.2287,318.54822,293.84204,355.78275,427.08908
41,802.9168,561.74066,191.7284,338.5514,1.9738262,850.0198,679.07355,896.9321,654.25745,678.8218,486.30737
41,898.4855,335.6849,158.77875,411.7071,1.9360658,1088.7998,380.2106,1052.1094,369.64804,727.49384,253.82074
41,490.21387,106.32622,145.44373,274.82257,1.4766619,376.79086,75.8277,385.49164,76.81543,580.22034,50.596752
41,344.0951,676.15753,162.38727,277.86438,0.3534915,369.69785,804.99744,302.02454,769.39215,331.29352,557.05853
41,1130.9822,237.87502,115.08948,311.08105,0.68708736,1221.9943,126.92188,1204.9912,142.83595,1039.5127,315.4661
41,952.76245,115.16832,133.64557,317.00528,1.2597258,805.06323,140.36136,855.56067,126.1998,1078.5968,50.34612
41,294.64417,199.35141,143.50343,251.99097,1.0688574,359.9016,262.87616,204.92216,232.67363,190.63081,113.64927
41,1216.9829,469.15894,121.783325,361.97827,0.6595243,1339.5114,356.29266,1313.3857,367.73264,1140.3118,578.76807
41,279.76984,562.04724,110.25534,236.81985,0.33275956,232.20947,466.15836,280.1332,496.5517,334.34,661.91425
41,1162.143,356.1385,123.98633,358.96875,0.5543318,1247.0691,209.96729,1238.8824,234.15874,1086.252,463.70456
41,1038.8037,193.3891,126.345215,299.88992,0.854052,1136.1293,94.31786,1109.2026,109.2306,933.28394,252.50055
41,1465.506,558.8898,130.0542,354.8054,-0.18249653,1419.6104,402.2346,1451.7411,432.66812,1517.3036,706.90625
41,1312.4152,679.01605,177.93701,397.0563,0.088433385,1363.2852,501.4153,1368.4052,548.0992,1310.5182,855.78174
41,333.15158,351.9254,148.48761,194.25604,2.472941,357.17624,302.1074,318.93478,293.64865,355.60522,426.79263
42,802.8541,561.9656,191.79468,339.6398,1.9701586,851.05835,679.81506,897.3063,655.00696,678.0806,485.76257
42,898.41724,335.75317,158.57684,411.89957,1.9351033,1088.7908,380.31793,1052.4905,369.87698,727.2618,254.12326
42,489.76837,106.32244,145.83926,274.15646,1.4818105,363.99704,76.53859,385.95517,77.3961,592.92804,50.162434
42,344.1338,676.1449,162.199,277.83978,0.35328552,369.61823,804.7356,301.8325,769.3385,331.51083,556.8724
42,1130.9678,237.84134,114.91516,311.22345,0.68886906,1222.0381,126.74578,1205.0042,143.0284,1039.3632,315.6789
42,953.0393,113.43971,130.05237,319.12616,1.2560004,803.9876,142.4173,855.1463,127.99138,1076.2432,52.64095
42,1217.0757,469.22742,121.87634,361.6268,0.65596,1339.4131,356.3654,1313.5289,367.92007,1140.8074,579.192
42,295.19687,199.37729,145.79683,255.10612,1.0617574,361.0338,263.9787,205.34175,232.73732,190.45168,113.483795
42,279.79807,561.5387,109.58508,237.32745,0.34537637,231.67384,465.70126,280.84076,494.2194,334.9069,661.45276
42,1162.045,356.09265,124.121826,359.21735,0.5543438,1247.1484,209.82474,1238.9292,234.20877,1086.2562,463.31726
42,1039.2869,193.35869,126.25934,299.86633,0.85679156,1136.3359,93.98214,1109.4973,109.384995,932.44135,252.50581
42,1465.5123,559.0103,129.94629,354.7986,-0.18493187,1419.5928,402.51224,1451.4443,432.9493,1517.8401,706.86444
42,1312.2864,679.1721,178.17505,396.90115,0.08903766,1363.3698,501.64578,1368.5703,548.04193,1310.2401,855.79706
42,332.69733,352.6485,147.57059,193.72795,2.4704094,356.97003,302.69183,319.44302,293.24612,355.5847,426.75818
43,897.8254,336.03494,158.7478,411.0484,1.9325883,1088.2213,379.6689,1052.7618,369.67,727.4823,254.07559
43,803.5991,561.3572,189.2846,339.74234,1.995206,853.4883,680.60596,898.2226,655.1126,679.22797,483.3367
43,489.66815,106.26587,146.07764,274.27185,1.4879144,363.45398,76.65933,385.75085,77.49586,593.6955,50.214287
43,344.10175,676.26953,162.22049,277.85815,0.3557639,369.40384,804.67676,301.86328,769.36865,331.9022,556.8755
43,953.71857,115.02586,127.31409,318.08447,1.2367625,806.5081,143.83664,854.49365,128.29051,1079.9177,50.674793
43,1130.5878,238.03772,115.06738,312.02457,0.69028795,1221.7853,126.34978,1204.8256,143.39522,1038.6488,316.57263
43,1217.3239,469.5035,122.39111,361.74835,0.6524337,1339.7513,356.67163,1314.1816,368.39526,1141.6099,580.04376
43,296.70355,199.09901,147.28558,259.39334,1.0527842,363.54343,265.80545,205.35124,232.85165,191.48956,113.16846
43,1161.9067,355.92633,124.097534,359.44934,0.5544038,1247.4136,209.70761,1238.9147,234.21283,1085.8859,463.74158
43,279.7353,561.62646,109.041306,236.97003,0.35463136,232.22029,465.95834,281.42133,493.83966,335.11084,661.5093
43,1039.7357,193.04445,126.12738,298.83688,0.86169595,1138.131,96.41285,1110.1871,110.84258,933.04224,251.31927
43,1465.6448,558.97296,129.96228,354.7604,-0.18246867,1420.596,402.26596,1451.503,432.80927,1517.3064,706.9766
43,1312.567,679.80347,176.14062,398.58966,0.08624303,1363.1814,501.30835,1368.3798,547.49005,1309.3555,857.2268
43,332.59753,353.05768,147.20242,194.01932,2.4784186,356.86285,302.5801,320.63177,292.94864,355.61038,426.81088
44,897.5707,336.07727,158.75262,410.51346,1.9266595,1090.5321,376.39438,1052.3258,366.43832,726.3642,254.62434
44,804.0162,561.4829,188.30554,340.4309,2.0037475,856.31055,682.0468,899.8337,654.1605,680.00964,481.22357
44,489.7044,106.30142,145.94107,274.27057,1.4824021,363.39404,76.312,386.2992,77.36302,593.6741,50.124508
44,344.17548,676.4017,162.53363,277.72827,0.3577709,369.40625,804.61365,301.34427,769.1518,331.78027,556.8622
44,953.9879,113.086815,128.14948,319.2815,1.2353032,805.74805,144.66086,856.60364,128.86127,1077.2594,52.830357
44,1217.8315,469.8464,122.84656,362.05695,0.6503984,1339.8754,356.82684,1315.2236,368.87848,1143.695,580.0311
44,1130.5835,237.73956,114.709595,311.63614,0.6894906,1221.6272,125.92712,1204.8512,143.36412,1039.1353,316.22327
44,295.7326,200.63043,145.13535,257.31833,1.0405531,361.3917,266.7326,204.84502,234.43886,191.26942,113.06914
44,279.80136,561.8316,108.21272,237.40735,0.35948393,232.19247,465.38077,281.92624,492.58884,334.46796,661.71857
44,1161.8237,355.73944,124.00244,359.67734,0.5554347,1247.7786,209.56903,1239.1206,234.21951,1085.8752,463.6714
44,1040.3145,192.78195,125.97882,297.38492,0.86061627,1138.4696,96.92194,1110.2483,110.77959,934.65125,250.44473
44,1465.7747,559.10187,129.77759,354.1698,-0.17955527,1421.5247,402.32675,1451.664,433.7969,1516.809,707.0562
44,1312.3245,679.7297,174.6283,398.76498,0.09027505,1363.9468,501.11063,1368.4807,547.08966,1309.4596,857.47577
44,332.43573,353.45007,146.38602,193.89554,2.4903414,357.0229,303.25735,322.0583,293.03275,356.1121,426.74585
45,897.4833,336.03558,159.03784,410.4886,1.9270595,1090.4706,376.13748,1052.3348,366.30273,726.38495,254.62036
45,804.943,562.0925,187.9176,340.38995,2.0126953,857.3479,683.518,900.7097,655.2789,681.8559,479.59918
45,489.57684,106.17499,145.90219,274.66824,1.486018,363.10507,75.9674,386.2437,77.19163,593.6867,50.14419
45,344.21222,676.4916,162.59692,277.41925,0.35937515,369.1674,804.2613,300.9288,768.8902,331.87106,556.8474
45,954.0365,113.26024,127.82135,319.7345,1.2291099,805.90936,146.31625,857.35474,130.04526,1077.2216,52.343723
45,1217.6389,470.09546,122.78882,363.55795,0.64806116,1340.2297,356.78116,1315.6295,368.32474,1144.7537,580.31445
45,1130.8889,237.465,114.750854,311.12332,0.6923474,1221.8909,126.43708,1204.9703,143.5163,1039.145,315.73123
45,295.3099,202.24359,143.22289,257.22632,1.0361991,360.6215,269.6462,204.59389,236.18137,191.91502,112.97408
45,279.38364,562.33264,107.43153,237.16058,0.3611872,232.40813,464.99133,281.45786,492.18546,332.55154,662.23224
45,1161.6799,355.56702,124.097534,360.34778,0.5570688,1248.199,209.3734,1238.9662,234.23851,1084.6,464.17917
45,1041.405,192.79028,126.47107,296.70242,0.8678835,1139.2393,96.91433,1110.3971,110.83657,933.89404,249.21686
45,1465.7305,559.1926,129.99585,354.24457,-0.18056422,1421.1603,402.37314,1451.3488,433.96384,1517.0781,707.0734
45,1311.594,679.63306,174.15662,398.78796,0.096842885,1363.6516,501.26028,1368.0781,546.99115,1308.4485,857.50397
45,332.0628,353.60046,145.54984,193.83902,2.4976993,356.95697,303.30286,322.31696,292.75546,356.0669,426.55164
46,897.45166,335.9833,158.75543,410.48383,1.9266613,1090.4718,375.65848,1052.402,366.07416,726.1884,255.123
46,489.78012,106.08693,145.83917,274.41495,1.4878635,363.67996,74.71982,385.9956,76.56291,593.5128,50.544422
46,806.13,562.68304,187.31659,342.7852,2.02092,859.71094,685.60046,902.93945,656.41125,683.5492,477.28738
46,344.31757,676.5294,162.78302,277.49506,0.35959727,369.21762,804.3783,300.08167,768.645,331.3211,556.82294
46,953.83374,113.21336,127.03204,320.58536,1.2282475,805.8846,147.6389,856.82086,130.21364,1077.5599,52.128628
46,1217.699,470.52606,122.64929,364.79727,0.6411381,1339.3452,355.18417,1315.5159,367.6109,1146.8456,580.3245
46,1131.2021,237.09642,114.99463,310.18954,0.6914305,1222.2534,127.35171,1204.8871,143.4307,1039.8695,315.1705
46,294.46136,202.66003,143.26736,255.73434,1.0200301,357.85425,270.54227,203.97812,237.39261,192.3068,114.11982
46,1161.4453,355.4292,123.9386,360.31992,0.55766296,1248.1511,209.4371,1238.9386,234.51915,1084.4948,464.14456
46,279.20734,562.7067,107.78029,236.30435,0.35481235,233.17375,464.2793,279.96997,491.42072,330.11536,662.43555
46,1042.6637,192.28136,127.16437,295.1049,0.8659886,1139.8993,97.00501,1110.275,110.04229,934.6605,248.83405
46,1465.916,559.24347,130.1593,354.23758,-0.18142955,1422.3333,402.10983,1451.357,434.18457,1517.4496,706.9997
46,1311.5428,679.7718,174.84058,398.9796,0.098373055,1363.8115,501.30307,1368.235,546.73193,1307.7543,857.68256
46,332.15775,353.43195,145.5426,194.04684,2.4884944,356.7103,303.67606,321.7711,293.17227,355.9244,426.80063
47,897.61926,335.7144,159.69592,410.6624,1.9256992,1090.5919,374.84207,1052.9623,365.374,726.1817,255.77092
47,490.2401,105.97708,145.66757,274.08072,1.4899495,365.0644,73.44436,385.78766,75.87261,592.9845,50.88394
47,807.2431,562.7184,185.6095,344.98932,2.0380092,863.9225,688.622,904.8284,656.9865,684.42676,475.43234
47,344.41705,676.4203,162.94351,277.6441,0.35972062,369.42154,804.5271,299.8234,768.51654,330.95084,556.76636
47,953.49854,112.5902,125.54346,321.54413,1.2271181,806.3213,149.83391,856.7531,130.60033,1077.8411,51.814796
47,1131.8375,236.60202,115.01465,308.4456,0.6877879,1222.1117,127.77019,1204.7406,143.32166,1040.7424,314.65805
47,1217.6316,470.7483,122.63489,364.90283,0.63970387,1338.5123,354.37686,1314.7935,366.98138,1148.2646,579.7649
47,294.25394,202.97624,142.90125,254.66617,1.0106509,356.85922,270.1808,204.08574,238.65219,192.00786,114.032776
47,1161.2771,355.22787,123.99585,360.24115,0.55796206,1248.3599,209.29738,1239.0148,234.38652,1084.5957,463.7872
47,279.33542,563.21277,106.68129,236.30814,0.3496337,235.1584,465.0631,279.93442,493.9921,326.82532,662.4993
47,1042.427,191.7395,127.1521,295.3058,0.86760616,1139.0504,95.37876,1110.0326,109.478264,934.02264,248.52988
47,1465.6299,559.2981,130.59338,354.9428,-0.18115136,1420.0288,402.2642,1450.824,433.53296,1517.266,707.4686
47,1311.551,679.6535,174.36292,399.5564,0.09794271,1362.9191,501.1395,1368.0164,547.3667,1308.1714,857.32117
47,332.21075,352.69104,145.34973,193.6899,2.4783792,356.60944,303.7152,319.8813,293.77448,356.01675,426.63516
48,897.85,335.81085,159.77386,411.31787,1.9306693,1087.8082,379.382,1052.4331,369.15897,727.8057,254.74037
48,490.055,105.86607,145.9855,273.9217,1.492295,364.5589,73.36788,385.76904,76.00585,593.3706,50.720028
48,807.46387,562.52637,185.34302,348.39243,2.0429935,862.8188,688.478,905.278,658.91144,684.13855,474.80563
48,344.77493,676.59753,162.91101,277.96454,0.34042987,370.32214,804.86914,301.83786,769.6251,331.9373,557.3096
48,1132.5573,236.28865,115.21875,306.80258,0.6835332,1222.0256,127.87684,1204.3711,142.95638,1041.0254,314.1105
48,953.32153,112.87061,124.64386,321.9597,1.2174771,807.0794,151.9496,857.9438,131.32881,1077.7047,51.122204
48,1217.772,472.04935,122.60266,365.48834,0.6346421,1336.8954,353.66223,1314.2397,366.94693,1151.4733,578.9737
48,294.0734,204.02538,141.70341,256.69226,1.009455,357.4322,273.68234,203.61078,240.1179,193.03618,114.24956
48,1161.1091,355.4004,124.141235,360.5553,0.5583042,1248.8389,209.52155,1239.2753,234.44527,1084.6752,463.64468
48,1041.8568,191.83076,128.36823,295.94485,0.86743104,1138.7867,94.97716,1110.5405,109.06428,933.1697,249.4669
48,279.0575,563.17834,106.99092,236.77542,0.35018888,236.00397,462.69116,280.03195,494.30508,322.24063,662.4345
48,1465.271,559.16864,131.35144,355.56833,-0.1796166,1418.2947,402.31155,1450.3717,432.50656,1517.2322,707.6225
48,1311.7515,679.56244,175.57605,399.55923,0.090465546,1363.7767,501.26633,1368.2516,547.071,1308.9158,857.1094
48,331.98376,352.89505,145.3635,194.64574,2.4935155,356.01566,303.2801,320.0834,293.1952,355.0526,426.6353
49,897.64026,335.8733,159.90656,411.27692,1.9302745,1087.8617,379.31805,1051.7914,369.04886,727.7582,254.14774
49,490.15887,105.94419,145.77036,274.06485,1.4911023,365.0702,73.26491,385.5701,75.80737,592.87146,51.0636
49,808.3562,562.71014,183.62762,352.06082,2.0551114,865.2802,689.1062,906.0628,661.4472,683.8022,473.3151
49,345.0194,676.47546,163.35028,277.8141,0.34135485,370.95093,805.08124,301.77557,769.2578,331.06406,557.38666
49,1132.2561,236.47063,115.86597,307.48935,0.68189645,1220.9219,126.94971,1204.3273,143.03668,1040.9594,314.59586
49,953.1509,112.517746,124.40631,321.72562,1.2274456,808.0616,154.58223,859.0145,131.81514,1077.6937,50.726997
49,294.0566,204.47427,142.14275,257.38852,1.0057453,357.41998,275.2115,204.17764,241.24857,193.35292,113.979935
49,1218.0021,472.1421,122.65674,365.27792,0.6317288,1336.3313,353.34106,1313.7562,366.2566,1150.988,579.4701
49,1161.3198,355.22925,124.03699,360.0821,0.5585463,1248.5339,209.34729,1239.0977,234.15755,1084.4755,463.6913
49,1041.9172,191.47688,128.02203,297.03235,0.8654594,1139.5195,94.75968,1110.697,109.29623,932.3985,251.45465
49,279.24643,563.97253,107.53821,236.86505,0.3505294,237.80078,461.58844,282.47623,493.60394,318.15744,662.0552
49,1465.269,559.46326,130.97766,355.54913,-0.18030758,1417.162,403.0087,1450.0762,432.83908,1517.3618,707.88434
49,1311.5054,679.1845,174.34265,399.0565,0.09991264,1363.9542,501.26355,1368.3372,546.7411,1308.5764,856.6281
49,331.99908,352.58704,144.73016,194.42133,2.4864583,356.42154,303.87265,319.5378,293.70563,355.7044,426.44254
49,1273.1624,541.2346,104.58264,311.81683,0.47132754,1335.8629,408.0809,1330.9319,438.90442,1223.0499,665.2662
50,897.6095,335.9333,159.38593,411.26178,1.9331963,1087.6644,379.6414,1051.859,369.4206,727.5691,254.1826
50,490.38873,106.20616,145.33871,274.4828,1.4862792,387.80902,73.11374,384.8144,75.427475,570.07605,51.597214
50,809.2294,562.56384,181.36401,355.7608,2.0743542,868.9326,691.00665,907.4069,662.78925,684.4284,470.72504
50,344.9655,676.4377,163.44379,277.8119,0.33963388,371.1173,805.0294,302.07245,769.42834,331.13956,557.485
50,1132.2139,236.40132,115.80383,307.55585,0.68230355,1220.5948,126.40449,1204.3721,142.8112,1040.833,314.61136
50,954.07764,114.51462,127.19818,321.41498,1.2127719,808.66815,155.47269,859.6797,133.10936,1077.3652,49.16825
50,293.94257,205.71623,140.96028,257.62036,1.0038015,357.22192,276.73782,203.90796,241.93259,193.6035,114.00403
50,1218.0824,472.18823,122.56055,365.01624,0.6308569,1336.3954,353.1071,1313.5103,366.55862,1150.1768,580.35394
50,1161.2842,355.19897,123.993286,360.39136,0.55734026,1248.6913,209.30598,1239.0101,233.75668,1084.1799,463.49582
50,1042.108,191.28519,126.923584,297.3922,0.86537904,1140.521,95.264206,1110.9545,109.5075,931.54,252.47162
50,1464.7092,559.5978,131.68982,356.45618,-0.18467456,1413.1011,404.1628,1448.6886,431.4729,1518.1019,708.1884
50,280.03308,564.288,108.87363,237.14673,0.35134873,239.86942,460.46802,286.60617,490.82175,315.5313,662.3025
50,1311.4688,679.0571,173.71448,398.6534,0.10209906,1363.7727,501.31412,1368.3058,546.7111,1308.9686,856.5433
50,332.00003,352.10892,144.52899,195.44127,2.4876137,356.58716,303.36633,318.95648,293.83734,355.66534,426.54523
50,1273.1702,541.25366,104.45984,311.28156,0.47176373,1335.563,408.2706,1330.7955,439.36935,1223.7544,664.7285
51,897.70496,335.80853,159.2995,411.44193,1.9326789,1087.7028,380.03613,1051.9691,369.2373,727.623,254.29272
51,490.22528,106.10694,145.65396,274.41144,1.4905466,365.44202,73.93338,384.98422,76.15341,592.5898,51.50096
51,811.05255,561.3106,177.59326,361.57248,2.102594,875.1918,693.3346,910.60455,663.64325,685.12836,467.62094
51,344.542,676.3483,163.16061,277.4038,0.3593391,369.5657,804.62854,299.71445,768.1329,330.10275,556.94415
51,1132.2074,236.08171,116.01074,307.46686,0.6817103,1220.5078,126.10288,1204.4248,142.6781,1040.7703,314.26242
51,954.1765,114.43825,123.99884,320.95703,1.2095857,810.13794,157.46838,859.8943,134.28122,1077.3757,49.954906
51,1218.3734,471.71313,122.572266,363.88303,0.630435,1336.564,352.88116,1313.2461,366.22125,1148.6367,581.23816
51,294.18134,206.61322,140.81467,258.88797,0.99980885,357.71716,279.0287,203.68056,243.20296,194.13136,113.8915
51,1161.2727,355.00888,124.08301,360.16705,0.5572865,1248.7633,209.07657,1238.8662,233.48361,1083.6119,463.87952
51,1039.8612,188.89984,121.70819,299.39896,0.8156639,1137.9618,96.55928,1110.208,107.92906,936.6474,252.45634
51,1464.7091,559.6963,131.86523,356.40802,-0.18653797,1412.5079,404.7569,1448.0403,431.6385,1517.9496,708.2755
51,1311.4576,679.20325,174.99829,398.1932,0.10041499,1364.3826,501.87875,1368.4679,546.5419,1309.5325,856.55286
51,279.4469,565.0864,111.69211,236.80954,0.34039477,242.60757,459.0555,290.77795,492.8985,309.38428,662.86176
51,1273.2688,540.5609,104.698364,310.2037,0.46968138,1336.4219,407.8423,1331.0928,439.06992,1224.0585,664.1208
51,331.69168,352.14975,144.37292,195.59322,2.4888544,356.21378,302.84064,319.04514,293.12122,355.2906,426.65253
52,897.65515,335.91638,159.26044,411.39908,1.9323128,1087.7377,380.5003,1051.5577,369.39505,727.5625,254.26051
52,490.0886,106.12746,145.73737,274.47986,1.4881918,365.74374,73.867584,385.2843,76.12119,592.12695,51.322483
52,813.17535,562.5229,179.82812,359.93167,2.1057062,875.884,696.0116,910.98035,665.0314,687.03973,471.5626
52,344.54752,676.3374,163.29144,277.52155,0.36108398,369.58536,804.7754,299.40637,768.0223,329.79688,556.87885
52,1132.3033,235.82681,115.91626,306.72607,0.682091,1220.6976,125.99018,1204.2124,142.60927,1040.733,313.59128
52,954.92163,114.2686,122.86566,321.00613,1.2066852,812.0814,161.03917,860.50806,135.67624,1077.1914,49.952755
52,1161.2502,355.0531,124.195435,360.05078,0.5567076,1248.6407,209.04117,1238.714,233.20485,1083.6624,463.79068
52,1218.9731,471.86963,122.6687,363.42404,0.63137853,1337.0963,353.26935,1314.0862,366.72327,1147.5537,582.4929
52,293.51044,206.59637,141.41196,258.94525,0.9971117,357.08493,279.54688,203.65762,244.53888,193.67699,113.66216
52,1041.7588,192.1664,129.71478,298.525,0.88973576,1141.668,96.410095,1110.6985,109.41957,928.5651,249.51483
52,1464.8517,559.83484,131.80688,356.8772,-0.18749009,1412.1884,404.5802,1448.1283,431.6548,1517.7751,709.0452
52,1311.6978,679.48987,173.78992,398.0299,0.0997144,1365.2157,501.9553,1368.2714,546.638,1309.5077,856.75934
52,278.94806,565.70386,114.9653,234.7149,0.3094856,243.25662,458.67337,292.01236,491.7464,305.42743,662.9595
52,1273.311,540.72437,104.593506,310.75317,0.46928573,1336.1613,407.62628,1330.8304,439.26218,1224.8055,664.6203
52,331.65283,352.04202,144.28433,195.59322,2.4910173,355.8357,302.51685,319.01984,293.1337,355.14816,426.50943
53,897.7667,335.7495,159.02777,411.26782,1.9314623,1087.9106,380.47122,1051.6254,368.92194,727.6498,254.45943
53,490.0763,106.16071,145.73947,274.7258,1.4874365,369.33118,73.85683,384.75858,76.08421,588.44196,51.416924
53,815.79956,563.7154,178.7962,366.57626,2.1153798,882.7335,699.84534,914.1675,667.4625,686.6029,471.63226
53,344.9375,676.50586,163.43839,277.69617,0.34216303,371.10883,805.02966,301.94003,769.0633,331.4937,557.40924
53,1132.1775,235.36194,115.52014,306.13287,0.68257093,1220.0824,125.16097,1203.9397,142.37033,1040.7118,313.5952
53,955.7754,115.12645,121.63086,320.46466,1.1815816,812.9912,162.89655,861.74805,136.25237,1077.4077,49.011166
53,1161.3281,354.8617,124.34912,359.85156,0.5546522,1248.1685,208.64369,1238.3342,232.9073,1083.3076,464.63226
53,293.52618,207.80423,140.90982,260.6731,0.9904224,357.3483,283.36368,203.78828,246.38574,195.02106,113.55271
53,1219.3748,471.70825,122.37634,363.65588,0.6346545,1337.9248,352.8129,1315.558,366.764,1147.3864,583.05725
53,1040.1724,188.42181,119.92572,299.4803,0.822078,1138.1809,96.08596,1111.5007,108.180374,935.6835,250.45274
53,1464.8798,559.76227,131.6145,357.1539,-0.18726341,1412.6954,404.27145,1448.2831,432.25586,1517.5914,709.361
53,279.04547,565.0762,113.32211,235.7796,0.3034633,241.8185,458.08975,286.9498,490.3616,304.1768,663.15186
53,1311.582,679.7468,173.33362,397.3592,0.100461006,1365.1458,502.133,1368.0732,546.0447,1309.1858,857.34515
53,1273.2871,540.354,104.70007,308.66577,0.4740832,1335.9241,407.78738,1330.7291,439.60654,1223.0459,664.8101
53,331.70685,351.8407,144.50821,196.13744,2.4955714,355.5871,302.3954,318.53723,292.87668,354.81183,426.52594
54,897.9506,335.78943,158.91455,411.55896,1.9324555,1088.0958,380.9979,1051.3037,369.22507,727.8815,254.43427
54,490.24994,106.10518,145.99081,275.16397,1.49103,365.88187,74.09599,385.11105,76.15886,592.0625,51.5025
